-0.700634;44.833911
-0.700631;44.833911
-0.700620;44.833911
-0.700620;44.833908
-0.700626;44.833911
-0.700644;44.833915
-0.700673;44.833927
-0.700709;44.833933
-0.700753;44.833954
-0.700812;44.833976
-0.700919;44.834037
-0.701035;44.834094
-0.701111;44.834132
-0.701215;44.834186
-0.701303;44.834227
-0.701479;44.834285
-0.701587;44.834304
-0.701703;44.834320
-0.701811;44.834326
-0.701940;44.834330
-0.702042;44.834324
-0.702252;44.834289
-0.702442;44.834235
-0.702557;44.834194
-0.702671;44.834148
-0.702789;44.834098
-0.702907;44.834045
-0.703056;44.833968
-0.703174;44.833904
-0.703392;44.833785
-0.703517;44.833716
-0.703640;44.833648
-0.703793;44.833548
-0.703917;44.833468
-0.704043;44.833389
-0.704270;44.833236
-0.704402;44.833145
-0.704532;44.833056
-0.704700;44.832934
-0.704945;44.832763
-0.705088;44.832667
-0.705231;44.832572
-0.705375;44.832473
-0.705517;44.832370
-0.705662;44.832270
-0.705808;44.832171
-0.705959;44.832084
-0.706104;44.832000
-0.706245;44.831916
-0.706371;44.831840
-0.706484;44.831767
-0.706596;44.831695
-0.706716;44.831619
-0.706867;44.831523
-0.706984;44.831443
-0.707180;44.831309
-0.707291;44.831234
-0.707412;44.831149
-0.707535;44.831062
-0.707666;44.830982
-0.707805;44.830893
-0.707941;44.830798
-0.708085;44.830715
-0.708207;44.830599
-0.708337;44.830508
-0.708463;44.830417
-0.708589;44.830328
-0.708709;44.830241
-0.708821;44.830161
-0.708928;44.830084
-0.709022;44.830008
-0.709100;44.829940
-0.709160;44.829871
-0.709207;44.829799
-0.709229;44.829718
-0.709217;44.829639
-0.709177;44.829563
-0.709100;44.829501
-0.709024;44.829421
-0.708919;44.829368
-0.708802;44.829325
-0.708670;44.829288
-0.708533;44.829253
-0.708388;44.829219
-0.708240;44.829193
-0.708080;44.829154
-0.707936;44.829131
-0.707779;44.829097
-0.707609;44.829059
-0.707447;44.829025
-0.707275;44.828986
-0.707098;44.828949
-0.706928;44.828914
-0.706761;44.828876
-0.706602;44.828841
-0.706435;44.828810
-0.706272;44.828777
-0.706111;44.828742
-0.705990;44.828715
-0.705792;44.828678
-0.705640;44.828643
-0.705493;44.828609
-0.705338;44.828566
-0.705176;44.828533
-0.705007;44.828490
-0.704837;44.828448
-0.704660;44.828411
-0.704475;44.828368
-0.704286;44.828326
-0.704086;44.828285
-0.703886;44.828243
-0.703688;44.828196
-0.703482;44.828151
-0.703081;44.828071
-0.702882;44.828024
-0.702683;44.827987
-0.702490;44.827945
-0.702295;44.827907
-0.701912;44.827823
-0.701723;44.827776
-0.701530;44.827739
-0.701335;44.827697
-0.701147;44.827658
-0.700968;44.827621
-0.700796;44.827582
-0.700627;44.827548
-0.700463;44.827514
-0.700307;44.827476
-0.700162;44.827441
-0.700030;44.827410
-0.699915;44.827373
-0.699808;44.827323
-0.699718;44.827269
-0.699644;44.827205
-0.699590;44.827139
-0.699556;44.827067
-0.699538;44.827007
-0.699541;44.826949
-0.699550;44.826899
-0.699558;44.826862
-0.699566;44.826843
-0.699569;44.826831
-0.699569;44.826827
-0.699569;44.826827
-0.699568;44.826831
-0.699570;44.826827
-0.699572;44.826831
-0.699570;44.826831
-0.699572;44.826831
-0.699573;44.826820
-0.699580;44.826800
-0.699593;44.826767
-0.699609;44.826724
-0.699629;44.826671
-0.699651;44.826610
-0.699676;44.826549
-0.699704;44.826477
